Congregation ID,Congregation,Members,RE Enrollment,Avg. Attendance,Date Certified,FC,Cong. Poll,Total Expenses,Region,District
3211,"The Federated Church (Avon, IL)",10,5,34,02/01/18,,,"$58,364.00",MidAmerica Region,
3213,"UU Church of Bloomington Normal (Bloomington, IL)",199,87,99,01/31/18,,,"$303,400.00",MidAmerica Region,
3214,"Carbondale Unitarian Fellowship (Carbondale, IL)",134,58,69,01/26/18,None,,"$177,740.00",MidAmerica Region,
3215,"UU Fellowship of Eastern Illinois (Charleston, IL)",10,0,,01/27/18,,,$0.00,MidAmerica Region,
3221,"Beverly Unitarian Church (Chicago, IL)",75,11,44,01/30/18,,,"$134,865.00",MidAmerica Region,
3222,"First Unitarian Society of Chicago (Chicago, IL)",152,30,102,01/30/18,,,"$488,004.00",MidAmerica Region,
3223,"All Souls Free Religious Fellowship (Chicago, IL)",,,,,,,,MidAmerica Region,
3224,"Peoples Church of Chicago Inc. (Chicago, IL)",10,0,25,01/29/18,,,"$60,532.00",MidAmerica Region,
3225,"Second Unitarian Church (Chicago, IL)",201,24,104,01/30/18,,,"$296,019.00",MidAmerica Region,
3231,"Third Unitarian Church of Chicago (Chicago, IL)",73,0,45,01/24/18,,,"$177,304.00",MidAmerica Region,
3233,"Unitarian Universalist Community Church (Park Forest, IL)",88,14,48,01/31/18,,,"$72,210.00",MidAmerica Region,
3235,"UU Fellowship of Decatur (Decatur, IL)",44,10,32,01/27/18,,,"$84,586.00",MidAmerica Region,
3311,"North Shore Unitarian Church (Deerfield, IL)",298,63,154,02/01/18,,,"$644,933.00",MidAmerica Region,
3312,"Unitarian Universalist Fellowship of DeKalb (DeKalb, IL)",80,16,57,01/19/18,,,"$80,735.00",MidAmerica Region,
3313,"Unitarian Universalist Church of Elgin (Elgin, IL)",132,43,58,01/31/18,,,"$194,443.00",MidAmerica Region,
3314,"Unitarian Church of Evanston (Evanston, IL)",426,91,227,01/19/18,,,"$691,500.00",MidAmerica Region,
3315,"Prairie Circle UU Congregation (Grayslake, IL)",87,36,56,01/18/18,,,"$78,931.00",MidAmerica Region,
3316,"The Unitarian Universalist Society of Geneva, IL (Geneva, IL)",249,83,160,01/09/18,,,"$325,850.00",MidAmerica Region,
3322,"Unitarian Church of Hinsdale (Hinsdale, IL)",200,73,90,01/25/18,,,"$363,563.00",MidAmerica Region,
3330,"Prairyerth UU Fellowship (Niskayuna, NY)",40,0,,01/17/18,None,,$325.00,MidAmerica Region,
3331,"Universalist Unitarian Church of Joliet (Joliet, IL)",78,12,48,01/31/18,,,"$55,682.00",MidAmerica Region,
3333,"UU Fellowship of Macomb (Macomb, IL)",35,20,,01/31/18,,,"$16,322.00",MidAmerica Region,
3334,"DuPage Unitarian Universalist Church (Naperville, IL)",301,93,183,01/26/18,,,"$556,929.00",MidAmerica Region,
3337,"Unity Temple Unitarian Universalist Congregation (Oak Park, IL)",581,297,,01/30/18,,,"$1,104,654.00",MidAmerica Region,
3411,"Countryside Church UU (Palatine, IL)",298,132,194,01/24/18,,,"$386,966.00",MidAmerica Region,
3412,"Universalist Unitarian Church of Peoria (Peoria, IL)",388,125,187,02/01/18,,,"$377,045.00",MidAmerica Region,
3413,"Unitarian Church of Quincy, Illinois (Quincy, IL)",64,7,38,01/29/18,,,"$82,324.00",MidAmerica Region,
3414,"The Unitarian Universalist Church (Rockford, IL)",325,84,160,01/31/18,,,"$385,891.00",MidAmerica Region,
3415,"Abraham Lincoln UU Congregation (Springfield, IL)",257,89,101,02/01/18,,,"$228,954.00",MidAmerica Region,
3417,"UU Congregation of Rock Valley (Rockton, IL)",36,9,31,01/21/18,,,"$50,300.00",MidAmerica Region,
3421,"UU Church of Stockton Illinois (Stockton, IL)",,,,,,,,MidAmerica Region,
3422,"Federated Church (Sycamore, IL)",12,6,51,03/15/18,,,"$187,175.00",MidAmerica Region,
3423,"UU Church of Urbana Champaign (Urbana, IL)",297,120,175,01/25/18,,,"$383,366.00",MidAmerica Region,
3425,"Lake Shore Unitarian Society (Winnetka, IL)",45,7,34,02/01/18,,,"$53,010.00",MidAmerica Region,
3431,"Tree of Life UU Congregation (McHenry, IL)",104,25,70,01/30/18,,,"$158,177.00",MidAmerica Region,
3433,"UU Church of Bloomington, Ind. (Bloomington, IN)",512,127,370,01/24/18,,,"$542,934.00",MidAmerica Region,
3434,"Unitarian Universalist Congregation of Columbus, Indiana (Columbus, IN)",122,30,88,01/16/18,,,"$237,487.00",MidAmerica Region,
3435,"Unit Univ Community Church of Hendricks County Inc (Danville, IN)",70,0,23,,,,"$83,827.00",MidAmerica Region,
3511,"UU Fellowship of Elkhart (Elkhart, IN)",93,12,65,01/21/18,,,"$106,408.00",MidAmerica Region,
3512,"Unitarian Universalist Church of Evansville (Evansville, IN)",43,10,35,01/29/18,,,"$60,461.00",MidAmerica Region,
3513,"UU Congregation of Fort Wayne (Fort Wayne, IN)",124,13,75,01/21/18,,,"$204,478.00",MidAmerica Region,
3515,"First Unitarian Church of Hobart (Hobart, IN)",82,13,,02/01/18,,,"$88,727.00",MidAmerica Region,
3516,"All Souls Unitarian Church (Indianapolis, IN)",293,57,140,01/24/18,,,"$411,293.00",MidAmerica Region,
3518,"Unitarian Universalist Church of Indianapolis (Indianapolis, IN)",186,124,147,01/30/18,,,"$225,291.00",MidAmerica Region,
3519,"Heartland UU Church (Zionsville, IN)",57,25,50,01/28/18,,,"$35,951.00",MidAmerica Region,
3520,"UU Fellowship of Kokomo (Kokomo, IN)",23,1,13,01/15/18,,,"$7,973.00",MidAmerica Region,
3522,"Unitarian Universalist Church of Muncie (Muncie, IN)",210,61,121,01/30/18,,,"$312,280.00",MidAmerica Region,
3523,"Oaklandon UU Church (Indianapolis, IN)",24,0,18,01/13/18,,,"$31,279.00",MidAmerica Region,
3531,"First Unitarian Church of South Bend (South Bend, IN)",113,15,74,01/29/18,,,"$166,764.00",MidAmerica Region,
3532,"First Unitarian Universalist Congregation (Terre Haute, IN)",45,0,36,01/31/18,,,"$42,800.00",MidAmerica Region,
3533,"UU Church of Tippecanoe County (West Lafayette, IN)",177,65,65,01/31/18,,,"$250,935.00",MidAmerica Region,
3534,"Unitarian Universalist Fellowship of Ames, Iowa (Ames, IA)",226,133,103,01/31/18,,,"$222,986.00",MidAmerica Region,
3535,"The UU Fellowship at Burlington IA (Burlington, IA)",45,2,15,01/28/18,None,,"$11,035.00",MidAmerica Region,
3610,"UU Fellowship of Dubuque IA (Dubuque, IA)",61,6,35,01/27/18,,,"$24,908.00",MidAmerica Region,
3611,"Cedar Valley Unitarian Universalists (Cedar Falls, IA)",116,20,62,01/22/18,,,"$114,998.00",MidAmerica Region,
3612,"The Peoples Church UU (Cedar Rapids, IA)",138,19,56,01/15/18,,,"$170,819.00",MidAmerica Region,
3613,"Unitarian Universalist Congregation of the Quad Cities (Davenport, IA)",217,117,150,01/18/18,,,"$240,593.00",MidAmerica Region,
3614,"First Unitarian Church of Des Moines Iowa (Des Moines, IA)",485,149,162,01/18/18,,,"$672,605.00",MidAmerica Region,
3615,"UU Society of Iowa City (Coralville, IA)",267,100,119,01/24/18,,,"$415,645.00",MidAmerica Region,
3616,"UU Fellowship of Clinton (Clinton, IA)",13,0,13,01/31/18,,,"$19,850.00",MidAmerica Region,
3617,"NE Iowa Unitarian Universalist Fellowship (Decorah, IA)",46,0,29,01/10/18,,,"$24,670.00",MidAmerica Region,
3618,"Iowa Lakes UU Fellowship (Okoboji, IA)",34,0,,01/08/18,,,"$17,101.00",MidAmerica Region,
3621,"UU Fellowship of N Central Iowa (Mason City, IA)",12,,N/A,01/22/18,,,"$6,400.00",MidAmerica Region,
3622,"First Unitarian Church (Sioux City, IA)",33,7,30,01/29/18,,,"$52,725.00",MidAmerica Region,
3632,"Unitarian Universalist Congregation of Lawrence (Lawrence, KS)",150,51,93,02/01/18,,,"$197,942.00",MidAmerica Region,
3633,"Unitarian Universalist Fellowship of Manhattan (Manhattan, KS)",113,56,72,01/22/18,,,"$134,012.00",MidAmerica Region,
3634,"Shawnee Mission Unitarian Universalist Church (Lenexa, KS)",318,138,243,01/31/18,,,"$490,408.00",MidAmerica Region,
3635,"UU Fellowship of Topeka (Topeka, KS)",144,60,58,01/30/18,,,"$164,074.00",MidAmerica Region,
3638,"The UU Fellowship of Salina (Salina, KS)",51,15,30,01/04/18,,,"$20,385.00",MidAmerica Region,
3711,"First Unitarian Universalist Church of Wichita Kansas (Wichita, KS)",109,15,56,01/23/18,,,"$148,940.00",MidAmerica Region,
3712,"UU Church of Bowling Green KY (Bowling Green, KY)",79,15,55,01/25/18,,,"$148,129.00",MidAmerica Region,
3713,"Clifton Universalist Unitarian Church (Louisville, KY)",,,,,,,,MidAmerica Region,
3714,"UU Church of Lexington (Lexington, KY)",294,96,160,01/30/18,,,"$307,431.00",MidAmerica Region,
3715,"First Unitarian Church (Louisville, KY)",170,47,110,01/24/18,,,"$157,817.00",MidAmerica Region,
3721,"Thomas Jefferson Unitarian Church (Louisville, KY)",219,30,130,01/29/18,,,"$316,660.00",MidAmerica Region,
3722,"Open Door UU Fellowship of Owensboro, KY (Owensboro, KY)",34,0,20,01/16/18,,,"$11,744.00",MidAmerica Region,
3723,"UU Congregation of Owensboro (Owensboro, KY)",27,4,17,01/18/18,,,"$35,180.00",MidAmerica Region,
3724,"Unitarian Fellowship of Alexandria (Alexandria, LA)",5,,N/A,01/09/18,,,"$3,700.00",Southern Region,
3725,"Unitarian Church of Baton Rouge (Baton Rouge, LA)",469,80,248,01/30/18,,,$0.00,Southern Region,
3726,"UU Fellowship of Madison County (Richmond, KY)",47,1,35,01/12/18,,,"$15,371.00",MidAmerica Region,
3730,"North Shore UU Society of Louisiana, Inc. (Lacombe, LA)",63,10,37,12/18/17,None,,"$48,320.00",Southern Region,
3731,"UU Fellowship of Lafayette Louisiana (Lafayette, LA)",30,,15,01/04/18,,,"$6,332.00",Southern Region,
3733,"First Unitarian Universalist Church of New Orleans (New Orleans, LA)",108,30,75,01/31/18,,,"$252,934.00",Southern Region,
3734,"Community Church UU (New Orleans, LA)",80,12,,01/30/18,,,"$163,526.00",Southern Region,
3735,"All Souls Unitarian Universalist Church of Shreveport, Louisiana (Shreveport, LA)",122,35,77,01/31/18,,,"$150,094.00",Southern Region,
4025,"Paint Branch UU Church (Adelphi, MD)",175,36,84,02/01/18,,,"$350,038.00",   Joseph Priestley District,
4026,"UU Church of Annapolis (Annapolis, MD)",396,137,262,02/01/18,,,"$606,152.00",   Joseph Priestley District,
4031,"The First Unitarian Church of Baltimore (Baltimore, MD)",195,30,109,01/31/18,,,"$252,661.00",   Joseph Priestley District,
4032,"UU Fellowship of Harford County (Churchville, MD)",160,77,,01/31/18,,,"$197,032.00",   Joseph Priestley District,
4033,"Cedar Lane Unitarian Universalist Church (Bethesda, MD)",754,204,419,01/18/18,,,"$1,259,403.00",   Joseph Priestley District,
4034,"River Road UU Congregation (Bethesda, MD)",541,170,327,01/29/18,,,"$1,099,117.00",   Joseph Priestley District,
4037,"Goodloe Memorial UU Congregation (Bowie, MD)",22,0,19,01/15/18,,,"$38,300.00",   Joseph Priestley District,
4038,"Davies Memorial UU Church (Camp Springs, MD)",52,13,44,01/22/18,,,"$111,632.00",   Joseph Priestley District,
4039,"UUs of the Chester River (Chestertown, MD)",65,10,45,01/31/18,,,"$38,634.00",   Joseph Priestley District,
4040,"Channing Memorial Church, UU (Ellicott City, MD)",56,13,48,01/29/18,,,"$166,244.00",   Joseph Priestley District,
4041,"Unitarian Universalist Fellowship of Southern Maryland (Leonardtown, MD)",40,21,40,01/23/18,,,"$45,903.00",   Joseph Priestley District,
4042,"Sugarloaf Congregation of Unitarian Universalists (Germantown, MD)",57,15,31,01/28/18,,,"$58,328.00",   Joseph Priestley District,
4043,"UUs of Fallston (Fallston, MD)",29,8,21,01/22/18,,,"$25,589.00",   Joseph Priestley District,
4044,"UU Congregation of the Chesapeake (Barstow, MD)",27,4,25,01/17/18,,,"$25,144.00",   Joseph Priestley District,
4110,"UU Fellowship of Greater Cumberland (Cumberland, MD)",38,2,25,01/18/18,,,"$20,892.00",   Joseph Priestley District,
4111,"UU Fellowship at Easton (Easton, MD)",108,25,50,01/14/18,,,"$98,638.00",   Joseph Priestley District,
4112,"UU Congregation of Frederick (Frederick, MD)",300,85,175,01/31/18,,,"$379,805.00",   Joseph Priestley District,
4113,"Unitarian Universalist Church of Hagerstown (Hagerstown, MD)",54,16,35,01/24/18,,,"$45,133.00",   Joseph Priestley District,
4114,"UU Congregation of Columbia (Columbia, MD)",446,169,328,01/30/18,,,"$665,216.00",   Joseph Priestley District,
4115,"Unitarian Universalist Congregation of Rockville (Rockville, MD)",401,145,249,01/30/18,,,"$653,392.00",   Joseph Priestley District,
4120,"Cedarhurst UUs (Finksburg, MD)",61,,32,01/18/18,,,"$84,445.00",   Joseph Priestley District,
4121,"UU Fellowship at Salisbury (Salisbury, MD)",45,5,30,01/28/18,,,"$33,810.00",   Joseph Priestley District,
4122,"UU Church of Silver Spring (Silver Spring, MD)",253,80,163,01/29/18,,,"$533,157.00",   Joseph Priestley District,
4123,"Towson UU Church (Lutherville, MD)",235,76,174,01/29/18,,,"$356,861.00",   Joseph Priestley District,
4125,"UU Society of Amherst (Amherst, MA)",117,56,93,01/31/18,,,"$194,800.00",New England Regional Staff,
4131,"Unitarian Universalist Congregation in Andover (Andover, MA)",63,21,50,01/25/18,,,"$123,888.00",New England Regional Staff,
4132,"First Parish Unitarian Universalist of Arlington Massachusetts (Arlington, MA)",429,261,209,01/26/18,,,"$594,919.00",New England Regional Staff,
4133,"First Parish Church of Ashby UU (Ashby, MA)",,,,,,,,New England Regional Staff,
4134,"First Church Unitarian Inc. (Athol, MA)",12,0,8,01/30/18,None,,"$16,965.00",New England Regional Staff,
4212,"First Parish in Bedford (Bedford, MA)",393,102,216,01/25/18,,,"$665,918.00",New England Regional Staff,
4213,"The First Church in Belmont (Belmont, MA)",414,165,176,01/19/18,,,"$622,582.00",New England Regional Staff,
4214,"First Parish Church of Berlin (Berlin, MA)",27,4,40,02/01/18,,,"$167,289.00",New England Regional Staff,
4215,"Congregational Unitarian Society of Bernardston (Bernardston, MA)",16,0,22,02/01/18,,,"$34,048.00",New England Regional Staff,
4222,"First Parish Church in Beverly UU (Beverly, MA)",185,58,92,01/22/18,,,"$227,909.00",New England Regional Staff,
4223,"The First Parish Church in Billerica (Billerica, MA)",18,4,20,02/01/18,,,"$54,010.00",New England Regional Staff,
4224,"The First Parish of Bolton (Bolton, MA)",9,20,,02/01/18,,,"$187,240.00",New England Regional Staff,
4225,"Arlington Street Church (Boston, MA)",210,49,201,01/27/18,,,"$309,799.00",New England Regional Staff,
4231,"The Community Church of Boston (Boston, MA)",,,,,,,,New England Regional Staff,
4232,"First Church in Boston (Boston, MA)",220,15,120,02/01/18,,,"$774,166.00",New England Regional Staff,
4233,"The King's Chapel (Boston, MA)",226,5,112,01/26/18,,,"$876,658.00",New England Regional Staff,
4315,"Brookfield UU Church (Brookfield, MA)",86,28,,01/20/18,,,"$104,218.00",New England Regional Staff,
4316,"First Parish in Brookline (Brookline, MA)",256,97,186,01/31/18,,,"$554,541.00",New England Regional Staff,
4321,"First Parish in Cambridge (UU) (Cambridge, MA)",198,67,108,01/26/18,,,"$640,244.00",New England Regional Staff,
4324,"First Religious Society (Carlisle, MA)",198,78,119,01/28/18,,,"$273,428.00",New England Regional Staff,
4325,"First Universalist Society Federated (Charlton, MA)",,,,,,,,New England Regional Staff,
4331,"First Congregational Society Unitarian (Chelmsford, MA)",178,90,164,01/31/18,,,"$317,294.00",New England Regional Staff,
4332,"The First Church in Chestnut Hill (Chestnut Hill, MA)",99,0,N/A,01/03/18,,,"$385,556.00",New England Regional Staff,
4411,"First Parish in Concord (Concord, MA)",670,190,296,01/10/18,,,"$1,171,379.00",New England Regional Staff,
4412,"Northshore UU Church (Danvers, MA)",114,19,65,01/31/18,,,"$175,693.00",New England Regional Staff,
4413,"First Church and Parish in Dedham (Dedham, MA)",102,52,60,01/31/18,,,"$176,244.00",New England Regional Staff,
4414,"The First Church of Deerfield (Deerfield, MA)",9,12,50,01/20/18,,,"$141,738.00",New England Regional Staff,
4421,"First Parish Church in Dorchester (Dorchester, MA)",105,24,58,01/31/18,,,"$175,483.00",New England Regional Staff,
4422,"The Dover Church (Dover, MA)",3,60,98,02/01/18,,,"$389,949.00",New England Regional Staff,
4432,"First Universalist Church of Essex MA (Essex, MA)",110,40,50,01/29/18,,,"$108,800.00",New England Regional Staff,
4433,"First Parish in Malden Universalist (Malden, MA)",76,45,50,01/30/18,,,"$347,780.00",New England Regional Staff,
4511,"First Parish UU Church of Fitchburg (Fitchburg, MA)",50,15,33,01/29/18,,,"$83,980.00",New England Regional Staff,
4513,"First Parish in Framingham (Framingham, MA)",306,75,130,01/17/18,,,"$341,566.00",New England Regional Staff,
4515,"UU Society of Gardner (Gardner, MA)",29,9,35,01/31/18,,,"$45,308.00",New England Regional Staff,
4521,"Gloucester Unitarian Universalist Church (Gloucester, MA)",103,8,60,01/30/18,,,"$113,866.00",New England Regional Staff,
4522,"Unitarian Universalist Society of Grafton & Upton (Grafton, MA)",97,30,83,01/30/18,,,"$232,784.00",New England Regional Staff,
4523,"All Souls Unitarian Universalist Church, Greenfield MA (Greenfield, MA)",49,4,51,01/31/18,,,"$66,558.00",New England Regional Staff,
4524,"First Parish Church of Groton UU (Groton, MA)",223,72,123,01/23/18,,,"$320,097.00",New England Regional Staff,
4526,"UU Meeting of South Berkshire (Housatonic, MA)",69,7,38,01/29/18,,,"$76,225.00",New England Regional Staff,
4531,"First Universalist Church of Hardwick Preservation Trust (Hardwick, MA)",,,,,None,,,New England Regional Staff,
4532,"First Congregational Unitarian Church of Harvard (Harvard, MA)",184,33,107,01/23/18,,,"$255,330.00",New England Regional Staff,
4533,"UU Church of Haverhill (Haverhill, MA)",149,60,95,01/31/18,,,"$267,715.00",New England Regional Staff,
4611,"Hopedale Unitarian Parish (Hopedale, MA)",61,13,46,01/24/18,,,"$225,342.00",New England Regional Staff,
4612,"First Parish Unit Church of Hubbardston (Hubbardston, MA)",13,,20,02/01/18,,,"$23,292.00",New England Regional Staff,
4613,"Unitarian Church of Marlborough & Hudson (Hudson, MA)",55,10,39,01/31/18,,,"$315,867.00",New England Regional Staff,
4615,"First Church in Jamaica Plain UU (Jamaica Plain, MA)",109,22,65,02/01/18,,,"$204,129.00",New England Regional Staff,
4622,"First Church of Christ, Unitarian (Lancaster, MA)",92,34,54,,,,"$163,531.00",New England Regional Staff,
4623,"Leicester Unitarian Church (Leicester, MA)",4,0,5,12/09/17,,,"$3,954.00",New England Regional Staff,
4624,"First Congregational Society (Leominster, MA)",34,0,20,01/25/18,,,"$82,541.00",New England Regional Staff,
4625,"First Parish in Lexington (Lexington, MA)",224,82,147,01/08/18,,,"$430,146.00",New England Regional Staff,
4631,"Follen Church (Lexington, MA)",340,142,148,01/31/18,,,"$589,855.00",New England Regional Staff,
4632,"The First Parish in Lincoln (Lincoln, MA)",160,47,110,01/29/18,,,"$579,038.00",New England Regional Staff,
4633,"First Church Unitarian Littleton (Littleton, MA)",130,25,75,01/20/18,,,"$166,208.00",New England Regional Staff,
4636,"UU Church of Greater Lynn (Swampscott, MA)",143,40,72,01/30/18,,,"$969,756.00",New England Regional Staff,
4712,"UU Church of Marblehead (Marblehead, MA)",118,12,48,02/01/18,,,"$210,185.00",New England Regional Staff,
4715,"First Parish UU (Medfield, MA)",85,14,45,02/01/18,,,"$125,337.00",New England Regional Staff,
4721,"UU Church of Medford (Medford, MA)",84,30,56,01/24/18,,,"$114,094.00",New England Regional Staff,
4723,"Melrose UU Church (Melrose, MA)",130,69,94,01/29/18,,,"$196,592.00",New England Regional Staff,
4724,"Unitarian Congregation of Mendon & Uxbridge (Mendon, MA)",30,,N/A,01/03/18,,,"$52,500.00",New England Regional Staff,
4726,"The First UU Church of Milford (Milford, MA)",0,0,0,01/30/18,None,,"$126,000.00",New England Regional Staff,
4731,"First Parish in Milton UU (Milton, MA)",170,65,,01/24/18,,,"$459,563.00",New England Regional Staff,
4732,"Unitarian Universalist Parish of Monson (Monson, MA)",16,0,12,01/29/18,None,,"$39,590.00",New England Regional Staff,
4811,"First Parish in Needham, Unitarian Universalist (Needham, MA)",282,90,104,01/29/18,,,"$451,000.00",New England Regional Staff,
4814,"First Religious Society, Unitarian Universalist in Newburyport (Newburyport, MA)",411,85,163,01/29/18,,,"$606,762.00",New England Regional Staff,
4816,"Unitarian Society of Northampton & Florence (Northampton, MA)",256,49,148,01/13/18,,,"$297,051.00",New England Regional Staff,
4821,"The North Parish of North Andover (North Andover, MA)",318,113,201,01/31/18,,,"$402,536.00",New England Regional Staff,
4823,"First Parish Church UU (Northborough, MA)",145,20,60,01/27/18,,,"$221,056.00",New England Regional Staff,
4825,"First Parish of Northfield Unitarian (Northfield, MA)",,,,,,,,New England Regional Staff,
4831,"The Community Church Of North Orange And Tully (Orange, MA)",11,3,23,01/31/18,,,"$61,700.00",New England Regional Staff,
4911,"First Universalist Church of Orange (Orange, MA)",,,,,,,,New England Regional Staff,
4913,"St Paul's Church of Palmer, MA (Palmer, MA)",33,5,18,01/09/18,,,"$111,303.00",New England Regional Staff,
4915,"First Congregational Parish Unitarian, Petersham (Petersham, MA)",70,,N/A,01/19/18,,,"$40,990.00",New England Regional Staff,
4921,"UU Church of Pittsfield (Pittsfield, MA)",50,5,20,02/01/18,None,,"$54,205.00",New England Regional Staff,
4924,"United First Parish Church (Quincy, MA)",92,28,67,02/01/18,,,"$316,039.00",New England Regional Staff,
4925,"Unitarian Universalist Church of Reading (Reading, MA)",286,109,152,01/22/18,,,"$520,672.00",New England Regional Staff,
4931,"Unitarian Universalist Society of Rockport (Rockport, MA)",102,35,51,01/26/18,,,"$134,333.00",New England Regional Staff,
4932,"UU Congregation at First Church in Roxbury (Roxbury, MA)",,,,,,,,New England Regional Staff,
4933,"First Congregational Society in Salem Unitarian (Salem, MA)",136,74,110,01/31/18,,,"$426,719.00",New England Regional Staff,
5014,"UU Area Church at First Parish in Sherborn MA (Sherborn, MA)",289,133,183,01/30/18,,,"$474,700.00",New England Regional Staff,
5023,"The Eliot Church of South Natick (Natick, MA)",61,20,34,01/23/18,,,"$149,233.00",New England Regional Staff,
5025,"Unitarian Universalist Society of Greater Springfield (Springfield, MA)",230,83,180,01/31/18,,,"$323,700.00",New England Regional Staff,
5031,"The First Church in Sterling Inc. (Sterling, MA)",34,100,170,01/29/18,,,"$320,449.00",New England Regional Staff,
5034,"First Parish Church UU of Stow & Acton (Stow, MA)",332,105,200,01/31/18,,,"$436,655.00",New England Regional Staff,
5035,"Federated Church (Sturbridge, MA)",,,,,None,,,New England Regional Staff,
5036,"First Parish of Sudbury Unitarian Universalist (Sudbury, MA)",154,50,78,02/01/18,,,"$306,686.00",New England Regional Staff,
5113,"First Church of Templeton (Templeton, MA)",,,,,,,,New England Regional Staff,
5122,"First Universalist Society of Wakefield (Wakefield, MA)",51,3,18,01/21/18,,,"$65,325.00",New England Regional Staff,
5123,"First Parish in Waltham UU Inc. (Waltham, MA)",102,25,68,01/31/18,,,"$297,500.00",New England Regional Staff,
5131,"First Parish of Watertown (Watertown, MA)",125,50,90,11/20/17,,,"$295,152.00",New England Regional Staff,
5132,"First Parish in Wayland (Wayland, MA)",282,75,110,01/29/18,,,"$435,106.00",New England Regional Staff,
5133,"UU Society of Wellesley Hills (Wellesley Hills, MA)",144,21,74,01/31/18,,,"$454,369.00",New England Regional Staff,
5134,"Unitarian Universalist Congregational Society of Westborough (Westborough, MA)",113,62,89,01/18/18,,,"$151,818.00",New England Regional Staff,
5211,"First Parish Church United of Westford (Westford, MA)",130,46,70,01/29/18,,,"$248,497.00",New England Regional Staff,
5212,"First Unitarian Universalist Society in Newton (Newton, MA)",399,132,180,01/25/18,,,"$752,997.00",New England Regional Staff,
5213,"First Parish Church in Weston (Weston, MA)",552,101,178,01/12/18,,,"$758,550.00",New England Regional Staff,
5214,"Theodore Parker UU Church (West Roxbury, MA)",125,26,83,02/01/18,,,"$205,026.00",New England Regional Staff,
5215,"First Parish of Westwood United Church (Westwood, MA)",,,,,None,,,New England Regional Staff,
5222,"UU Church of Winchendon (Winchendon, MA)",10,2,N/A,,None,,"$39,063.00",New England Regional Staff,
5223,"Winchester Unitarian Society (Winchester, MA)",268,63,119,02/05/18,,,"$612,890.00",New England Regional Staff,
5225,"UU Church of Worcester (Worcester, MA)",194,92,165,01/22/18,,,"$274,876.00",New England Regional Staff,
5231,"First Unitarian Church (Second Parish) (Worcester, MA)",280,85,177,01/31/18,,,"$648,519.00",New England Regional Staff,
5232,"First UU Congregation of Ann Arbor (Ann Arbor, MI)",608,260,437,01/30/18,,,"$1,004,445.00",MidAmerica Region,
5310,"Community Unitarian Universalists in Brighton (Brighton, MI)",120,61,100,01/17/18,,,"$135,752.00",MidAmerica Region,
5311,"Birmingham Unitarian Church (Bloomfield Hills, MI)",407,108,167,02/01/18,,,"$835,160.00",MidAmerica Region,
5312,"Universalist Unitarian Church of East Liberty (Clarklake, MI)",85,12,40,01/31/18,None,,"$70,000.00",MidAmerica Region,
5314,"First Unitarian-Universalist Church (Detroit, MI)",114,0,71,01/30/18,,,"$77,724.00",MidAmerica Region,
5315,"Universalist Unitarian Church of Farmington (Farmington Hills, MI)",127,11,67,01/30/18,,,"$218,758.00",MidAmerica Region,
5321,"UU Congregation of Flint (Flint, MI)",88,24,56,01/30/18,,,"$187,400.00",MidAmerica Region,
5322,"Grosse Pointe Unitarian Church (Grosse Pointe, MI)",161,65,112,01/26/18,,,"$367,324.00",MidAmerica Region,
5327,"Keweenaw Unitarian Universalist Fellowship (Houghton, MI)",85,0,38,01/28/18,,,"$87,141.00",MidAmerica Region,
5328,"All Souls Community Church of West Michigan (Grand Rapids, MI)",101,20,70,01/10/18,,,"$127,924.00",MidAmerica Region,
5331,"People's Church (Kalamazoo, MI)",257,149,247,01/26/18,,,"$300,623.00",MidAmerica Region,
5332,"UU Church of Greater Lansing (Lansing, MI)",316,102,252,01/31/18,,,"$459,506.00",MidAmerica Region,
5333,"West Shore Unitarian Universalist Congregation (Ludington, MI)",72,11,54,01/31/18,,,"$108,745.00",MidAmerica Region,
5335,"Unitarian Universalist Fellowship of Midland (Midland, MI)",72,38,74,01/31/18,,,"$161,468.00",MidAmerica Region,
5336,"The Marquette Unitarian Universalist Congregation (Marquette, MI)",39,5,24,01/29/18,,,"$54,425.00",MidAmerica Region,
5337,"UU Bay de Noc Fellowship (Escanaba, MI)",53,3,35,01/15/18,,,"$14,690.00",MidAmerica Region,
5410,"UU Fellowship of Central Michigan (Mt Pleasant, MI)",52,12,45,01/17/18,,,"$88,241.00",MidAmerica Region,
5412,"Harbor Unitarian Universalist Congregation (Muskegon, MI)",63,14,38,01/29/18,,,"$31,358.00",MidAmerica Region,
5413,"UU Community Church of SW MI (Portage, MI)",46,14,40,11/22/17,,,"$117,326.00",MidAmerica Region,
5420,"Beacon Unitarian Universalist Congregation (Troy, MI)",89,12,,01/04/18,,,"$94,475.00",MidAmerica Region,
5423,"Berrien UU Fellowship (Saint Joseph, MI)",36,4,,01/25/18,,,"$37,240.00",MidAmerica Region,
5424,"Northwest Unitarian Universalist Church (Southfield, MI)",157,63,111,01/10/18,,,"$262,287.00",MidAmerica Region,
5425,"Unitarian Universalist Congregation of Grand Traverse (Traverse City, MI)",191,54,110,01/09/18,,,"$259,267.00",MidAmerica Region,
5426,"UU Congregation of Petoskey (Petoskey, MI)",30,0,18,01/18/18,,,"$9,742.00",MidAmerica Region,
5428,"New Hope A Unitarian Universalist Congregation (New Hudson, MI)",28,0,21,01/16/18,,,"$39,199.00",MidAmerica Region,
